Title,Authors,Year,DOI,URL,Abstract
"Slope stability prediction using ensemble learning techniques: A case study in Yunyang County, Chongqing, China","Wengang Zhang, Hongrui Li, Liang Han, Longlong Chen, Lin Wang",2022,https://doi.org/10.1016/j.jrmge.2021.12.011,https://openalex.org/W4206280001,"Slope stability prediction plays a significant role in landslide disaster prevention and mitigation. This study develops an ensemble learning-based method to predict the slope stability by introducing the random forest (RF) and extreme gradient boosting (XGBoost). As an illustration, the proposed approach is applied to the stability prediction of 786 landslide cases in Yunyang County, Chongqing, China. For comparison, the predictive performance of RF, XGBoost, support vector machine (SVM), and logistic regression (LR) is systematically investigated based on the well-established confusion matrix, which contains the known indices of recall rate, precision, and accuracy. Furthermore, the feature importance of the 12 influencing variables is also explored. Results show that the accuracy of the XGBoost and RF for both the training and testing data is superior to that of SVM and LR, revealing the superiority of the ensemble learning models (i.e. XGBoost and RF) in the slope stability prediction of Yunyang County. Among the 12 influencing factors, the profile shape is the most important one. The proposed ensemble learning-based method offers a promising way to rationally capture the slope status. It can be extended to the prediction of slope stability of other landslide-prone areas of interest."
Clustering earthquake signals and background noises in continuous seismic data with unsupervised deep learning,"Léonard Seydoux, Randall Balestriero, Piero Poli, Maarten V. de Hoop, Michel Campillo, Richard G. Baraniuk",2020,https://doi.org/10.1038/s41467-020-17841-x,https://openalex.org/W3047935850,"Abstract The continuously growing amount of seismic data collected worldwide is outpacing our abilities for analysis, since to date, such datasets have been analyzed in a human-expert-intensive, supervised fashion. Moreover, analyses that are conducted can be strongly biased by the standard models employed by seismologists. In response to both of these challenges, we develop a new unsupervised machine learning framework for detecting and clustering seismic signals in continuous seismic records. Our approach combines a deep scattering network and a Gaussian mixture model to cluster seismic signal segments and detect novel structures. To illustrate the power of the framework, we analyze seismic data acquired during the June 2017 Nuugaatsiaq, Greenland landslide. We demonstrate the blind detection and recovery of the repeating precursory seismicity that was recorded before the main landslide rupture, which suggests that our approach could lead to more informative forecasting of the seismic activity in seismogenic areas."
Modelling of shallow landslides with machine learning algorithms,"Zhongqiang Liu, Graham Gilbert, José Cepeda, Asgeir Olaf Kydland Lysdahl, Luca Piciullo, Heidi Hefre, Suzanne Lacasse",2020,https://doi.org/10.1016/j.gsf.2020.04.014,https://openalex.org/W3022926677,"This paper introduces three machine learning (ML) algorithms, the 'ensemble' Random Forest (RF), the 'ensemble' Gradient Boosted Regression Tree (GBRT) and the MultiLayer Perceptron neural network (MLP) and applies them to the spatial modelling of shallow landslides near Kvam in Norway. In the development of the ML models, a total of 11 significant landslide controlling factors were selected. The controlling factors relate to the geomorphology, geology, geo-environment and anthropogenic effects: slope angle, aspect, plan curvature, profile curvature, flow accumulation, flow direction, distance to rivers, water content, saturation, rainfall and distance to roads. It is observed that slope angle was the most significant controlling factor in the ML analyses. The performance of the three ML models was evaluated quantitatively based on the Receiver Operating Characteristic (ROC) analysis. The results show that the 'ensemble' GBRT machine learning model yielded the most promising results for the spatial prediction of shallow landslides, with a 95% probability of landslide detection and 87% prediction efficiency."
Machine learning for landslides prevention: a survey,"Zhengjing Ma, Gang Mei, Francesco Piccialli",2020,https://doi.org/10.1007/s00521-020-05529-8,https://openalex.org/W3037121381,"Abstract Landslides are one of the most critical categories of natural disasters worldwide and induce severely destructive outcomes to human life and the overall economic system. To reduce its negative effects, landslides prevention has become an urgent task, which includes investigating landslide-related information and predicting potential landslides. Machine learning is a state-of-the-art analytics tool that has been widely used in landslides prevention. This paper presents a comprehensive survey of relevant research on machine learning applied in landslides prevention, mainly focusing on (1) landslides detection based on images, (2) landslides susceptibility assessment, and (3) the development of landslide warning systems. Moreover, this paper discusses the current challenges and potential opportunities in the application of machine learning algorithms for landslides prevention."
Machine learning and landslide studies: recent advances and applications,"Faraz S. Tehrani, Michele Calvello, Zhongqiang Liu, Limin Zhang, Suzanne Lacasse",2022,https://doi.org/10.1007/s11069-022-05423-7,https://openalex.org/W4283163653,"Abstract Upon the introduction of machine learning (ML) and its variants, in the form that we know today, to the landslide community, many studies have been carried out to explore the usefulness of ML in landslide research and to look at some classic landslide problems from an ML point of view. ML techniques, including deep learning methods, are becoming popular to model complex landslide problems and are starting to demonstrate promising predictive performance compared to conventional methods. Almost all the studies published in the literature in recent years belong to one of the following three broad categories: landslide detection and mapping, landslide spatial forecasting in the form of susceptibility mapping, and landslide temporal forecasting. In this paper, we present a brief overview of ML techniques, provide a general summary of the landslide studies conducted, in recent years, in the three above-mentioned categories, and make an attempt to critically evaluate the use of ML methods to model landslide processes. The paper also provides suggestions for future use of these powerful data-driven techniques in landslide studies."
"Spatial prediction of landslide susceptibility in western Serbia using hybrid support vector regression (SVR) with GWO, BAT and COA algorithms","Abdul‐Lateef Balogun, Fatemeh Rezaie, Quoc Bao Pham, Ljubomir Gigović, Siniša Drobnjak, Yusuf A. Aina, Mahdi Panahi, Shamsudeen Temitope Yekeen, Saro Lee",2020,https://doi.org/10.1016/j.gsf.2020.10.009,https://openalex.org/W3112585178,"In this study, we developed multiple hybrid machine-learning models to address parameter optimization limitations and enhance the spatial prediction of landslide susceptibility models. We created a geographic information system database, and our analysis results were used to prepare a landslide inventory map containing 359 landslide events identified from Google Earth, aerial photographs, and other validated sources. A support vector regression (SVR) machine-learning model was used to divide the landslide inventory into training (70%) and testing (30%) datasets. The landslide susceptibility map was produced using 14 causative factors. We applied the established gray wolf optimization (GWO) algorithm, bat algorithm (BA), and cuckoo optimization algorithm (COA) to fine-tune the parameters of the SVR model to improve its predictive accuracy. The resultant hybrid models, SVR-GWO, SVR-BA, and SVR-COA, were validated in terms of the area under curve (AUC) and root mean square error (RMSE). The AUC values for the SVR-GWO (0.733), SVR-BA (0.724), and SVR-COA (0.738) models indicate their good prediction rates for landslide susceptibility modeling. SVR-COA had the greatest accuracy, with an RMSE of 0.21687, and SVR-BA had the least accuracy, with an RMSE of 0.23046. The three optimized hybrid models outperformed the SVR model (AUC = 0.704, RMSE = 0.26689), confirming the ability of metaheuristic algorithms to improve model performance."
Spatial landslide susceptibility assessment using machine learning techniques assisted by additional data created with generative adversarial networks,"Husam A. H. Al-Najjar, Biswajeet Pradhan",2020,https://doi.org/10.1016/j.gsf.2020.09.002,https://openalex.org/W3088698272,"In recent years, landslide susceptibility mapping has substantially improved with advances in machine learning. However, there are still challenges remain in landslide mapping due to the availability of limited inventory data. In this paper, a novel method that improves the performance of machine learning techniques is presented. The proposed method creates synthetic inventory data using Generative Adversarial Networks (GANs) for improving the prediction of landslides. In this research, landslide inventory data of 156 landslide locations were identified in Cameron Highlands, Malaysia, taken from previous projects the authors worked on. Elevation, slope, aspect, plan curvature, profile curvature, total curvature, lithology, land use and land cover (LULC), distance to the road, distance to the river, stream power index (SPI), sediment transport index (STI), terrain roughness index (TRI), topographic wetness index (TWI) and vegetation density are geo-environmental factors considered in this study based on suggestions from previous works on Cameron Highlands. To show the capability of GANs in improving landslide prediction models, this study tests the proposed GAN model with benchmark models namely Artificial Neural Network (ANN), Support Vector Machine (SVM), Decision Trees (DT), Random Forest (RF) and Bagging ensemble models with ANN and SVM models. These models were validated using the area under the receiver operating characteristic curve (AUROC). The DT, RF, SVM, ANN and Bagging ensemble could achieve the AUROC values of (0.90, 0.94, 0.86, 0.69 and 0.82) for the training; and the AUROC of (0.76, 0.81, 0.85, 0.72 and 0.75) for the test, subsequently. When using additional samples, the same models achieved the AUROC values of (0.92, 0.94, 0.88, 0.75 and 0.84) for the training and (0.78, 0.82, 0.82, 0.78 and 0.80) for the test, respectively. Using the additional samples improved the test accuracy of all the models except SVM. As a result, in data-scarce environments, this research showed that utilizing GANs to generate supplementary samples is promising because it can improve the predictive capability of common landslide prediction models."
Landslide Susceptibility Mapping: Machine and Ensemble Learning Based on Remote Sensing Big Data,"Bahareh Kalantar, Naonori Ueda, Vahideh Saeidi, Kourosh Ahmadi, Alfian Abdul Halin, Farzin Shabani",2020,https://doi.org/10.3390/rs12111737,https://openalex.org/W3030992380,"Predicting landslide occurrences can be difficult. However, failure to do so can be catastrophic, causing unwanted tragedies such as property damage, community displacement, and human casualties. Research into landslide susceptibility mapping (LSM) attempts to alleviate such catastrophes through the identification of landslide prone areas. Computational modelling techniques have been successful in related disaster scenarios, which motivate this work to explore such modelling for LSM. In this research, the potential of supervised machine learning and ensemble learning is investigated. Firstly, the Flexible Discriminant Analysis (FDA) supervised learning algorithm is trained for LSM and compared against other algorithms that have been widely used for the same purpose, namely Generalized Logistic Models (GLM), Boosted Regression Trees (BRT or GBM), and Random Forest (RF). Next, an ensemble model consisting of all four algorithms is implemented to examine possible performance improvements. The dataset used to train and test all the algorithms consists of a landslide inventory map of 227 landslide locations. From these sources, 13 conditioning factors are extracted to be used in the models. Experimental evaluations are made based on True Skill Statistic (TSS), the Receiver Operation characteristic (ROC) curve and kappa index. The results show that the best TSS (0.6986), ROC (0.904) and kappa (0.6915) were obtained by the ensemble model. FDA on its own seems effective at modelling landslide susceptibility from multiple data sources, with performance comparable to GLM. However, it slightly underperforms when compared to GBM (BRT) and RF. RF seems most capable compared to GBM, GLM, and FDA, when dealing with all conditioning factors."
Landslide mapping using object-based image analysis and open source tools,"Pukar Amatya, Dalia Kirschbaum, Thomas Stanley, Hakan Tanyaș",2021,https://doi.org/10.1016/j.enggeo.2021.106000,https://openalex.org/W3120526585,"Availability of high-resolution optical imagery and advances in image processing technologies have significantly improved our ability to map landslides. In recent years object-based image analysis (OBIA) has been gaining in popularity for landslide mapping due to its ability to incorporate spectral, textural, morphological and topographical properties. Many studies have been conducted based on commercial software. In this study, we create an open source Semi-Automatic Landslide Detection (SALaD) system utilizing OBIA and machine learning. Configured to run in Linux environment, it uses various open source Python packages and modules. This system was tested in 575 km2 area along the Pasang Lhamu Highway, Nepal where large numbers of landslides were triggered by the 2015 Gorkha earthquake. Comparison with a manual inventory highlighted that this system was able to detect 70% of the landslide area. The speed and efficiency with which this system was able to detect landslides makes it a viable alternative to manual techniques for landslide mapping over large areas, when establishing approximate landslide locations is of prime importance."
"Applying deep learning and benchmark machine learning algorithms for landslide susceptibility modelling in Rorachu river basin of Sikkim Himalaya, India","Kanu Mandal, Sunil Saha, Sujit Mandal",2021,https://doi.org/10.1016/j.gsf.2021.101203,https://openalex.org/W3143009190,"Landslide is considered as one of the most severe threats to human life and property in the hilly areas of the world. The number of landslides and the level of damage across the globe has been increasing over time. Therefore, landslide management is essential to maintain the natural and socio-economic dynamics of the hilly region. Rorachu river basin is one of the most landslide-prone areas of the Sikkim selected for the present study. The prime goal of the study is to prepare landslide susceptibility maps (LSMs) using computer-based advanced machine learning techniques and compare the performance of the models. To properly understand the existing spatial relation with the landslide, twenty factors, including triggering and causative factors, were selected. A deep learning algorithm viz. convolutional neural network model (CNN) and three popular machine learning techniques, i.e., random forest model (RF), artificial neural network model (ANN), and bagging model, were employed to prepare the LSMs. Two separate datasets including training and validation were designed by randomly taken landslide and non-landslide points. A ratio of 70:30 was considered for the selection of both training and validation points. Multicollinearity was assessed by tolerance and variance inflation factor, and the role of individual conditioning factors was estimated using information gain ratio. The result reveals that there is no severe multicollinearity among the landslide conditioning factors, and the triggering factor rainfall appeared as the leading cause of the landslide. Based on the final prediction values of each model, LSM was constructed and successfully portioned into five distinct classes, like very low, low, moderate, high, and very high susceptibility. The susceptibility class-wise distribution of landslides shows that more than 90% of the landslide area falls under higher landslide susceptibility grades. The precision of models was examined using the area under the curve (AUC) of the receiver operating characteristics (ROC) curve and statistical methods like root mean square error (RMSE) and mean absolute error (MAE). In both datasets (training and validation), the CNN model achieved the maximum AUC value of 0.903 and 0.939, respectively. The lowest value of RMSE and MAE also reveals the better performance of the CNN model. So, it can be concluded that all the models have performed well, but the CNN model has outperformed the other models in terms of precision."
